age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,response,predicted_probability,predicted_response
21,student,single,Secondary_Education,no,no,cellular,aug,tue,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7573150219186754,1
42,technician,single,unknown,yes,no,cellular,aug,tue,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7605819542939682,1
70,retired,divorced,Tertiary_Education,no,no,cellular,aug,tue,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.8121039110776543,1
70,retired,divorced,Tertiary_Education,no,no,cellular,aug,tue,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.8121039110776543,1
34,technician,single,professional.course,yes,no,cellular,aug,tue,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.8028928645104979,1
24,student,single,Secondary_Education,yes,no,cellular,aug,tue,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7955617066519846,1
17,student,single,unknown,yes,no,cellular,aug,wed,3,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.8133639433687373,1
34,technician,single,professional.course,no,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.8037632874380082,1
59,admin.,married,Secondary_Education,yes,no,cellular,aug,wed,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8001980512298021,1
34,technician,single,professional.course,no,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.8037632874380082,1
40,admin.,married,Tertiary_Education,no,no,cellular,aug,wed,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7540453056197097,1
37,technician,married,professional.course,yes,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7811636402303876,1
57,technician,married,Secondary_Education,yes,yes,cellular,aug,wed,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.787901214217034,1
59,admin.,married,Secondary_Education,yes,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7794633246271149,1
52,management,married,Tertiary_Education,no,no,cellular,aug,wed,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7509742920151367,1
46,unknown,married,unknown,no,yes,cellular,aug,wed,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7754441776890313,1
43,services,divorced,Primary_Education,yes,no,cellular,aug,wed,3,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7451837418352484,1
27,management,single,Tertiary_Education,yes,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.8035718278390352,1
20,student,single,Secondary_Education,no,yes,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7905191726534175,1
59,retired,married,unknown,unknown,unknown,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7896813751525572,1
32,services,single,Secondary_Education,yes,yes,cellular,aug,wed,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.7998777842029459,1
37,admin.,married,Secondary_Education,no,no,cellular,aug,wed,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.7291220216966923,1
39,blue-collar,married,Primary_Education,no,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7615414457048415,1
59,retired,divorced,Tertiary_Education,yes,yes,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7939948803002821,1
45,unemployed,divorced,Primary_Education,yes,no,cellular,aug,wed,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7700139725142482,1
59,retired,married,unknown,no,no,cellular,aug,wed,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.7432834793271866,1
37,technician,married,professional.course,no,no,cellular,aug,wed,3,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8015482403195542,1
42,unemployed,married,unknown,no,no,cellular,aug,thu,4,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.7681956873740187,1
46,blue-collar,married,professional.course,no,no,cellular,aug,thu,5,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7440716925994617,1
31,admin.,single,Tertiary_Education,no,no,cellular,aug,thu,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8142422170867634,1
37,admin.,married,Tertiary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8058800503216229,1
52,retired,divorced,Tertiary_Education,yes,yes,cellular,aug,thu,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.8137325631914589,1
70,retired,married,Primary_Education,yes,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7795105614840871,1
32,technician,married,Tertiary_Education,no,yes,cellular,aug,thu,4,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.7724353516475053,1
52,technician,married,professional.course,no,no,cellular,aug,thu,6,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7534165929900972,1
57,management,married,Tertiary_Education,yes,no,cellular,aug,thu,4,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7694313040152003,1
60,self-employed,divorced,Tertiary_Education,no,no,cellular,aug,thu,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7925138066556939,1
59,housemaid,married,Primary_Education,yes,no,cellular,aug,thu,6,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.733343773366307,1
32,technician,married,Tertiary_Education,yes,no,cellular,aug,thu,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.883,5076.2,0,0.8124019603663855,1
37,blue-collar,married,Primary_Education,yes,yes,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7483656113093037,1
63,retired,married,Primary_Education,no,no,cellular,aug,thu,4,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7639792307441062,1
37,admin.,married,Tertiary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8058800503216229,1
28,student,single,unknown,yes,no,cellular,aug,thu,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7575224797307715,1
52,retired,divorced,Tertiary_Education,no,no,cellular,aug,thu,1,contacted_after_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.819508797020933,1
45,technician,single,Tertiary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8155856117795736,1
58,retired,married,Secondary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7857161282115052,1
70,retired,married,unknown,no,no,cellular,aug,thu,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7912008535382022,1
53,technician,married,professional.course,yes,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7832919184871202,1
53,technician,married,professional.course,yes,no,cellular,aug,thu,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7360851210565044,1
24,student,single,Secondary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.797103682645292,1
70,retired,married,Secondary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7867869646212997,1
54,admin.,divorced,Secondary_Education,yes,no,cellular,aug,thu,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.8002498121572169,1
70,retired,married,Secondary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7867869646212997,1
70,retired,married,Secondary_Education,yes,no,cellular,aug,thu,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,1,0.7323090877375904,1
58,unemployed,divorced,professional.course,no,yes,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.784091475387152,1
70,retired,married,Secondary_Education,no,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7867869646212997,1
42,unemployed,married,unknown,yes,yes,cellular,aug,thu,4,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.7842291665397674,1
35,admin.,single,Tertiary_Education,yes,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8147825222961639,1
31,technician,divorced,professional.course,yes,no,cellular,aug,thu,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,1,0.7254193512163177,1
35,admin.,single,Tertiary_Education,yes,no,telephone,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.7018979584065971,1
35,admin.,single,Tertiary_Education,yes,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8147825222961639,1
60,entrepreneur,married,unknown,no,no,cellular,aug,thu,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7808278721823132,1
35,admin.,single,Tertiary_Education,no,no,cellular,aug,thu,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7794074044129783,1
35,admin.,single,Tertiary_Education,yes,yes,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.8095795685561702,1
44,admin.,married,Tertiary_Education,yes,no,cellular,aug,thu,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.7934095743867826,1
70,retired,married,Primary_Education,yes,no,cellular,aug,thu,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.7795105614840871,1
70,retired,married,Primary_Education,yes,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.748902369374106,1
32,technician,single,professional.course,no,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7760631323860006,1
46,housemaid,married,Secondary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7477352121921638,1
29,admin.,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7940753860634596,1
38,admin.,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7948557189256117,1
70,retired,married,Tertiary_Education,no,no,cellular,aug,fri,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7320248987071925,1
38,admin.,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7948557189256117,1
32,admin.,married,Tertiary_Education,yes,yes,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7717283979725572,1
29,admin.,single,Tertiary_Education,no,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7938378015612341,1
70,retired,married,Primary_Education,no,yes,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.757722054282631,1
25,admin.,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7937278664804672,1
34,admin.,married,Tertiary_Education,no,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7847101733422326,1
34,admin.,married,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7778651209040863,1
32,technician,single,professional.course,no,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7831949250359572,1
46,housemaid,married,Secondary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7477352121921638,1
51,housemaid,married,unknown,no,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,1,0.7187110533155001,1
32,unemployed,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.740605127535819,1
70,retired,married,Primary_Education,yes,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.748902369374106,1
24,student,single,Secondary_Education,no,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.775521061265428,1
24,student,single,Secondary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7684700482118794,1
41,services,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.8066551179429494,1
41,services,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7793558325962153,1
33,admin.,single,Secondary_Education,yes,no,cellular,aug,fri,3,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7577211652496871,1
48,unemployed,single,Primary_Education,no,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7656782183688449,1
54,technician,married,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,0,0.8006484373379965,1
70,retired,married,Primary_Education,no,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7639287643789174,1
48,entrepreneur,married,Tertiary_Education,no,yes,cellular,aug,fri,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.7905918107204567,1
70,retired,married,Primary_Education,no,no,cellular,aug,fri,1,contacted_after_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,0,0.7796685578478986,1
70,retired,married,Primary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7566278980575862,1
23,student,single,Secondary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7190847617316628,1
36,management,married,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7667331108334904,1
30,admin.,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7485632297881253,1
28,admin.,single,Tertiary_Education,no,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.8004642066139818,1
28,admin.,single,Tertiary_Education,no,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.8257358140280635,1
28,admin.,single,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7483632988491656,1
51,housemaid,married,unknown,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7608328803227918,1
28,admin.,married,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7292552670698641,1
51,housemaid,married,unknown,yes,yes,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7545709244970403,1
36,services,married,Primary_Education,yes,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.7677024524730022,1
59,unemployed,married,professional.course,yes,no,cellular,aug,fri,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7018212427914025,1
29,admin.,single,Secondary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7722621244902897,1
29,admin.,single,Secondary_Education,no,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,0,0.8065417425426504,1
30,self-employed,married,Tertiary_Education,yes,yes,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7544573275348514,1
29,admin.,single,Secondary_Education,no,no,cellular,aug,fri,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,0,0.7314426910719811,1
70,retired,married,Primary_Education,yes,yes,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7502919799286348,1
27,blue-collar,unknown,Secondary_Education,no,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.7740151651959455,1
29,admin.,single,Secondary_Education,no,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7792308303311954,1
70,retired,married,Tertiary_Education,no,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7797406348240322,1
29,admin.,single,Secondary_Education,yes,no,cellular,aug,fri,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7722621244902897,1
31,admin.,married,Tertiary_Education,yes,no,cellular,aug,fri,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7703276490309195,1
33,admin.,single,Secondary_Education,yes,no,cellular,aug,fri,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.881,5076.2,1,0.7155521028974707,1
48,admin.,divorced,Tertiary_Education,yes,no,cellular,aug,fri,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.881,5076.2,0,0.8063064915635918,1
43,admin.,single,Secondary_Education,yes,no,cellular,aug,fri,3,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7586946027896099,1
44,entrepreneur,married,Primary_Education,unknown,unknown,cellular,aug,mon,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7319410137631583,1
35,services,single,Tertiary_Education,unknown,unknown,cellular,aug,mon,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7683683450953344,1
36,management,married,Tertiary_Education,no,no,cellular,aug,mon,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.763360643404076,1
52,admin.,married,Tertiary_Education,no,no,cellular,aug,mon,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7833976141851107,1
38,technician,married,professional.course,no,no,cellular,aug,mon,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.713402919408325,1
41,admin.,married,Secondary_Education,no,no,cellular,aug,mon,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7597294364612867,1
27,student,single,Secondary_Education,no,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.8006785219067798,1
38,admin.,single,Secondary_Education,yes,yes,cellular,aug,mon,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7639552378021401,1
36,admin.,divorced,Tertiary_Education,no,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8088517157159782,1
36,admin.,divorced,Tertiary_Education,yes,no,cellular,aug,mon,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.7181397146682305,1
37,technician,married,Tertiary_Education,yes,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.796411541695353,1
65,retired,married,Primary_Education,no,no,cellular,aug,mon,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.7013276021293737,1
66,admin.,married,Tertiary_Education,no,no,cellular,aug,mon,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.8050249640671174,1
19,student,single,Primary_Education,no,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.7995532257237765,1
40,blue-collar,married,Secondary_Education,yes,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.7593398301418314,1
40,admin.,married,Tertiary_Education,no,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.8093372452934514,1
33,admin.,married,Secondary_Education,yes,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.7813228875808224,1
43,self-employed,divorced,Tertiary_Education,no,no,cellular,aug,mon,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7246309473859922,1
35,admin.,married,Secondary_Education,no,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.7882677136529622,1
31,admin.,married,Secondary_Education,no,yes,cellular,aug,mon,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.7750009430860242,1
33,technician,single,Primary_Education,yes,yes,cellular,aug,mon,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.7046976734377167,1
32,entrepreneur,married,unknown,no,no,cellular,aug,mon,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7006821858546588,1
35,admin.,single,Secondary_Education,yes,yes,cellular,aug,mon,4,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.771157625611215,1
21,admin.,single,Tertiary_Education,yes,no,cellular,aug,mon,2,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.8104753020347468,1
19,student,single,Primary_Education,no,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.7995532257237765,1
32,student,married,professional.course,yes,no,cellular,aug,mon,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7517005975454387,1
44,unknown,married,Tertiary_Education,yes,no,cellular,aug,mon,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.759686845105075,1
39,technician,married,professional.course,yes,no,cellular,aug,mon,1,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.7855282600927395,1
40,management,married,Tertiary_Education,no,no,cellular,aug,mon,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7222390553262049,1
40,management,married,Tertiary_Education,no,yes,cellular,aug,mon,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.884,5076.2,0,0.7153446789101323,1
52,admin.,married,Tertiary_Education,yes,no,cellular,aug,mon,3,contacted_in_first_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.7906741648953677,1
67,retired,married,professional.course,yes,yes,cellular,aug,mon,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.758723924088205,1
37,blue-collar,married,Primary_Education,no,no,cellular,aug,mon,1,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7346294259109869,1
37,blue-collar,married,Primary_Education,no,no,cellular,aug,tue,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7601162556334704,1
34,technician,single,professional.course,yes,no,cellular,aug,tue,2,contacted_after_10_days,less_than_3_times,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.8103901270186145,1
35,technician,married,Tertiary_Education,yes,no,cellular,aug,tue,2,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7450325837079314,1
58,technician,married,professional.course,no,no,cellular,aug,tue,2,contacted_first_time,never_contacted,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7886657803368922,1
34,admin.,single,Tertiary_Education,yes,yes,cellular,aug,tue,1,contacted_first_time,less_than_3_times,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7717571091408318,1
